Frequency (Hz),Amplitude
3.2529659395331033e-06,4291.507287704644
3.2689118510014027e-06,11913.809247875046
3.2848577624697026e-06,4938.186278561325
3.300803673938002e-06,6297.27458285553
3.3167495854063015e-06,4116.418247683263
3.332695496874601e-06,5203.72733045274
3.3486414083429004e-06,8490.35440037827
3.3645873198112003e-06,1342.9783772495198
3.3805332312794997e-06,5256.771758070373
3.396479142747799e-06,9572.306366081917
3.4124250542160986e-06,4168.1797576025365
3.428370965684398e-06,7326.024371569213
3.4443168771526975e-06,8580.176396715293
3.4602627886209974e-06,3387.4037962477737
3.476208700089297e-06,1427.8481042458375
3.4921546115575963e-06,3083.727655654156
3.5081005230258957e-06,4955.410543704357
3.524046434494195e-06,228.1634584880419
3.539992345962495e-06,3952.188538918417
3.5559382574307945e-06,203.83905366432188
3.571884168899094e-06,2344.477050838199
3.5878300803673934e-06,2376.0950216738574
3.603775991835693e-06,5509.521806483517
3.6197219033039927e-06,4671.108210147058
3.635667814772292e-06,8515.378443499874
3.6516137262405916e-06,889.9503087909917
3.667559637708891e-06,5610.691239133031
3.6835055491771905e-06,3380.459443692064
3.6994514606454904e-06,6813.713595558926
3.71539737211379e-06,1423.3197879618426
3.7313432835820893e-06,6630.190950176862
3.7472891950503887e-06,2811.9905192930323
3.763235106518688e-06,10068.974715850301
3.7791810179869876e-06,5305.328036728892
3.7951269294552875e-06,3612.7569981290258
3.811072840923587e-06,2680.3954189178985
3.827018752391886e-06,4281.797751438727
3.842964663860186e-06,811.7857372547334
3.858910575328486e-06,5874.1993515441045
3.874856486796785e-06,5060.7234141786475
3.8908023982650846e-06,2007.6368186241298
3.906748309733384e-06,6558.904305102871
3.9226942212016835e-06,3038.0759200368625
3.938640132669983e-06,6889.017374511281
3.954586044138282e-06,2002.786914560165
3.970531955606582e-06,6091.4904970983425
3.986477867074881e-06,6252.117964777331
4.0024237785431815e-06,7623.174177960923
4.018369690011481e-06,6141.673979403172
4.0343156014797804e-06,951.3605535598555
4.05026151294808e-06,1591.586283251136
4.066207424416379e-06,4404.82553918881
4.082153335884679e-06,1980.321883403009
4.098099247352978e-06,3302.0814349446214
4.114045158821278e-06,2900.241024288881
4.129991070289577e-06,4664.098118046193
4.1459369817578766e-06,4574.460536540849
4.161882893226176e-06,6971.896654339396
4.177828804694476e-06,347.44180055696233
4.193774716162776e-06,4943.624237777001
4.209720627631075e-06,3917.30662466813
4.225666539099375e-06,5182.527390727449
4.241612450567674e-06,2221.654037123404
4.2575583620359735e-06,2830.8478969778107
4.273504273504273e-06,6564.179924733159
4.2894501849725724e-06,2546.9435275496726
4.305396096440872e-06,4652.019360247341
4.321342007909171e-06,1444.222649587215
4.337287919377472e-06,4638.793312539357
4.353233830845771e-06,689.1082543174896
4.3691797423140705e-06,6232.379258082627
4.38512565378237e-06,1255.035470510651
4.401071565250669e-06,3316.6331866182168
4.417017476718969e-06,1591.3422709334639
4.432963388187268e-06,4720.704820528091
4.448909299655568e-06,3259.596916512367
4.464855211123867e-06,3841.5280609158913
4.480801122592167e-06,2049.889992666325
4.496747034060466e-06,5651.137102956861
4.512692945528766e-06,4492.460433804184
4.528638856997066e-06,4396.091737259964
4.544584768465365e-06,4233.307647441482
4.560530679933665e-06,6342.161954985666
4.576476591401964e-06,3642.881855796111
4.592422502870264e-06,3482.9297828208196
4.608368414338563e-06,5689.313893361097
4.6243143258068625e-06,2676.6393321163373
4.640260237275162e-06,6440.610555205479
4.656206148743461e-06,5122.537858401507
4.672152060211761e-06,5468.490641179033
4.688097971680061e-06,2919.4331253993673
4.704043883148361e-06,458.73452717934737
4.71998979461666e-06,2263.522177625573
4.7359357060849595e-06,5006.279676584103
4.751881617553259e-06,8379.58322203426
4.767827529021558e-06,3562.361798301843
4.783773440489858e-06,2225.1898669195475
4.799719351958157e-06,1619.2428194793542
4.815665263426457e-06,3737.694545257369
4.831611174894756e-06,6868.947107469289
4.847557086363056e-06,7945.778332343286
4.863502997831356e-06,208.129547569886
4.879448909299655e-06,4538.149921587
4.895394820767955e-06,6494.405445747088
4.911340732236254e-06,2643.2940971998723
4.927286643704554e-06,1005.9505403708548
4.943232555172853e-06,2562.3607490753993
4.959178466641153e-06,5050.198168234695
4.975124378109452e-06,2120.489410069083
4.9910702895777515e-06,5334.382012100829
5.007016201046051e-06,5417.040383621868
5.022962112514351e-06,5144.917467252858
5.038908023982651e-06,2919.90214542695
5.05485393545095e-06,3721.740961649083
5.07079984691925e-06,7052.96788266209
5.086745758387549e-06,3479.4424145152825
5.1026916698558485e-06,2931.7338082580086
5.118637581324148e-06,3452.4950414495984
5.134583492792447e-06,3810.975089459205
5.150529404260747e-06,2619.0902724514126
5.166475315729046e-06,5240.797326515553
5.182421227197346e-06,6263.072195275655
5.198367138665646e-06,3651.55083644105
5.2143130501339455e-06,2948.3226563861385
5.230258961602245e-06,2782.559763088607
5.246204873070544e-06,1249.0044096071988
5.262150784538844e-06,1501.9475375870597
5.278096696007143e-06,4143.121861859939
5.294042607475443e-06,3468.2934207392973
5.309988518943742e-06,7129.997259159092
5.325934430412042e-06,2566.5644153894514
5.341880341880341e-06,3101.4786434649327
5.357826253348641e-06,5835.675814795033
5.373772164816941e-06,1447.0012800729646
5.38971807628524e-06,4008.5075821934565
5.40566398775354e-06,4302.205110245624
5.421609899221839e-06,7546.192399695441
5.4375558106901386e-06,2152.4831525366235
5.453501722158438e-06,3844.946256291773
5.4694476336267375e-06,1323.1531904592212
5.485393545095037e-06,530.0066650136064
5.501339456563336e-06,3084.8356560588068
5.517285368031636e-06,5089.864899095178
5.533231279499936e-06,5425.076725800544
5.5491771909682355e-06,1363.7599510984694
5.565123102436535e-06,2523.8230088679506
5.5810690139048344e-06,2223.523026918385
5.597014925373134e-06,2884.526921253779
5.612960836841433e-06,1626.908730572996
5.628906748309733e-06,1481.035131362052
5.644852659778032e-06,2336.935581149146
5.660798571246332e-06,2101.811885110421
5.676744482714631e-06,5453.951574372255
5.6926903941829306e-06,2947.2135899705595
5.708636305651231e-06,2526.056656523115
5.72458221711953e-06,3780.3725776669776
5.74052812858783e-06,912.554473246881
5.756474040056129e-06,2603.8347291724795
5.772419951524429e-06,3563.0814567885113
5.788365862992728e-06,832.4003202376659
5.8043117744610275e-06,2757.804338047419
5.820257685929327e-06,730.4466875621378
5.8362035973976264e-06,3235.851620296323
5.852149508865926e-06,1283.4492847682252
5.868095420334225e-06,541.4725296049993
5.884041331802526e-06,808.6293505924929
5.899987243270825e-06,3990.5279960384296
5.9159331547391245e-06,3576.0042550695466
5.931879066207424e-06,2408.3109471252915
5.947824977675723e-06,3553.752959248451
5.963770889144023e-06,2902.020615121703
5.979716800612322e-06,5015.938473019364
5.995662712080622e-06,7158.217725645977
6.011608623548921e-06,6266.496032277244
6.027554535017221e-06,4781.070289956969
6.043500446485521e-06,4722.501104592832
6.05944635795382e-06,2870.3741143035895
6.07539226942212e-06,4990.596334917656
6.091338180890419e-06,1342.829502390532
6.107284092358719e-06,4283.382923304513
6.123230003827018e-06,2466.525256431124
6.139175915295318e-06,1114.4579909396482
6.155121826763617e-06,3499.8229372823725
6.1710677382319165e-06,2901.966767506177
6.187013649700216e-06,874.806437901993
6.202959561168515e-06,1847.0298484815207
6.218905472636816e-06,4193.91275757532
6.234851384105115e-06,1513.2536192931764
6.250797295573415e-06,1206.4919862120141
6.266743207041714e-06,6888.0896094991285
6.2826891185100135e-06,5267.076465956877
6.298635029978313e-06,1721.5813668595993
6.314580941446612e-06,4935.441030249116
6.330526852914912e-06,2804.956794990123
6.346472764383211e-06,4777.258704619818
6.362418675851511e-06,3597.6581129181777
6.378364587319811e-06,2304.216579110485
6.3943104987881105e-06,3939.383635515513
6.41025641025641e-06,3916.578747114102
6.426202321724709e-06,1772.7620191580304
6.442148233193009e-06,3887.9585773723393
6.458094144661308e-06,1728.6986169755473
6.474040056129608e-06,1359.6661360519129
6.489985967597907e-06,3738.006908952567
6.505931879066207e-06,988.3489588750869
6.521877790534506e-06,2667.738733753236
6.5378237020028055e-06,3414.5011571438768
6.553769613471106e-06,4014.106290616755
6.569715524939405e-06,1508.4343417779635
6.585661436407705e-06,3195.6540371887686
6.601607347876004e-06,5028.06784707459
6.6175532593443036e-06,4770.870976006194
6.633499170812603e-06,5006.62176187476
6.6494450822809025e-06,4846.317398524199
6.665390993749202e-06,3210.1663151143475
6.681336905217501e-06,7348.115556154316
6.697282816685801e-06,3752.3696539394573
6.7132287281541e-06,1828.2731907027394
6.7291746396224005e-06,4658.377946259035
6.7451205510907e-06,1406.1442390003756
6.7610664625589994e-06,3940.657722163273
6.777012374027299e-06,4459.780794463887
6.792958285495598e-06,3669.4302998937014
6.808904196963898e-06,2151.9135493283898
6.824850108432197e-06,1332.5610015646655
6.840796019900497e-06,3322.4120888499447
6.856741931368796e-06,1062.6711714133928
6.8726878428370956e-06,3348.453093943497
6.888633754305395e-06,3180.4566414651786
6.904579665773695e-06,3087.7920440637863
6.920525577241995e-06,2590.040447493829
6.936471488710294e-06,4382.1178562552905
6.952417400178594e-06,758.133478980421
6.968363311646893e-06,1952.7742507626042
6.9843092231151925e-06,2549.085027185371
7.000255134583492e-06,3337.835569187888
7.0162010460517914e-06,2387.474894315832
7.032146957520091e-06,5053.095277177459
7.04809286898839e-06,2917.0146384830387
7.064038780456691e-06,4570.098130258485
7.07998469192499e-06,4343.327802290482
7.0959306033932895e-06,3812.795475192763
7.111876514861589e-06,3560.280481849845
7.127822426329888e-06,916.6221722248513
7.143768337798188e-06,3236.4688903409506
7.159714249266487e-06,1352.9421113353878
7.175660160734787e-06,4751.963285298608
7.191606072203086e-06,5983.4811827616595
7.207551983671386e-06,3212.8344673049874
7.223497895139685e-06,1673.7392801321494
7.239443806607985e-06,4216.372969007877
7.255389718076285e-06,4069.1475078656595
7.271335629544584e-06,5652.068545620941
7.287281541012884e-06,5424.95017366543
7.303227452481183e-06,4474.264838851513
7.319173363949483e-06,1528.149890643242
7.335119275417782e-06,2489.444779974084
7.3510651868860815e-06,228.4169369239755
7.367011098354381e-06,2874.3585999067823
7.38295700982268e-06,1154.6041128018803
7.398902921290981e-06,2051.3995534373526
7.41484883275928e-06,5502.8165884672335
7.43079474422758e-06,1831.5715552874224
7.446740655695879e-06,2031.8248813908829
7.4626865671641785e-06,2980.4561243957223
7.478632478632478e-06,2221.3665106266258
7.494578390100777e-06,2768.0910081265056
7.510524301569077e-06,3386.816098406582
7.526470213037376e-06,5498.962303670232
7.542416124505676e-06,2816.584937717137
7.558362035973975e-06,1973.3349323672471
7.5743079474422755e-06,1621.133090204096
7.590253858910575e-06,919.9921873780123
7.606199770378874e-06,2841.042298175359
7.622145681847174e-06,3338.4179866740565
7.638091593315472e-06,4001.6846989461083
7.654037504783772e-06,3948.548336676068
7.669983416252073e-06,1422.5262978164426
7.685929327720372e-06,3113.3546801828957
7.701875239188672e-06,3449.2615269349317
7.717821150656971e-06,4830.488761349778
7.73376706212527e-06,3485.695639835663
7.74971297359357e-06,5801.6113949521305
7.76565888506187e-06,2292.7563940176315
7.781604796530169e-06,2696.5843162641963
7.797550707998469e-06,3826.3521715728043
7.813496619466768e-06,7599.662028386515
7.829442530935067e-06,2337.4669243363005
7.845388442403367e-06,3197.3799292872445
7.861334353871666e-06,985.6110318153559
7.877280265339966e-06,2903.1218634632796
7.893226176808265e-06,5645.235608030057
7.909172088276565e-06,3209.6602890843633
7.925117999744864e-06,3887.8748735547733
7.941063911213164e-06,875.5317099914158
7.957009822681463e-06,5808.093191557319
7.972955734149763e-06,2400.174132001863
7.988901645618062e-06,1298.4067605358873
8.004847557086363e-06,3234.220189619387
8.020793468554663e-06,77.62841273413572
8.036739380022962e-06,1986.2068374355688
8.052685291491261e-06,3001.1862027963894
8.068631202959561e-06,4721.752370290385
8.08457711442786e-06,1367.244022449108
8.10052302589616e-06,1531.486187904667
8.11646893736446e-06,2314.261494514905
8.132414848832759e-06,549.1045788562841
8.148360760301058e-06,878.443371798413
8.164306671769358e-06,2955.2064015245996
8.180252583237657e-06,2922.430053682203
8.196198494705956e-06,1285.654927089276
8.212144406174256e-06,4612.78522458326
8.228090317642555e-06,2493.0704519381616
8.244036229110855e-06,5552.498185231804
8.259982140579154e-06,3441.1818311112006
8.275928052047454e-06,2431.1992305737144
8.291873963515753e-06,2669.696211931613
8.307819874984053e-06,4083.6436477218936
8.323765786452352e-06,7477.497887295011
8.339711697920653e-06,4707.60361024257
8.355657609388953e-06,4102.427787493974
8.371603520857252e-06,1266.117092657319
8.387549432325552e-06,5239.667733131746
8.403495343793851e-06,4183.834707647937
8.41944125526215e-06,2044.1651955074012
8.43538716673045e-06,1610.8669949558557
8.45133307819875e-06,419.52473074547953
8.467278989667049e-06,3046.747225943755
8.483224901135348e-06,2674.427819302877
8.499170812603648e-06,2675.277044156028
8.515116724071947e-06,3797.9505680843404
8.531062635540247e-06,1637.9150924856026
8.547008547008546e-06,3363.459155037262
8.562954458476845e-06,3387.481873664595
8.578900369945145e-06,1272.1031384934533
8.594846281413444e-06,2171.46567457177
8.610792192881744e-06,5487.478927748564
8.626738104350043e-06,1923.507363917689
8.642684015818343e-06,4598.054975822994
8.658629927286642e-06,2671.1825227522004
8.674575838754943e-06,1875.2883933009552
8.690521750223243e-06,3199.141430685915
8.706467661691542e-06,5059.300562067528
8.722413573159842e-06,1626.3520645226467
8.738359484628141e-06,2840.7537607373733
8.75430539609644e-06,2195.00454652446
8.77025130756474e-06,5031.714082474202
8.78619721903304e-06,1704.4173305201043
8.802143130501339e-06,3269.3920048960345
8.818089041969638e-06,6141.061805723899
8.834034953437938e-06,4853.7651802596765
8.849980864906237e-06,4137.298703349523
8.865926776374537e-06,2896.41239713371
8.881872687842836e-06,4430.419824283525
8.897818599311136e-06,3638.0922084467707
8.913764510779435e-06,4538.147980223075
8.929710422247734e-06,1762.9878953042057
8.945656333716034e-06,5083.461878653756
8.961602245184333e-06,3522.955042121546
8.977548156652633e-06,6267.346707849535
8.993494068120932e-06,3366.9752024336085
9.009439979589232e-06,2768.2534906814353
9.025385891057533e-06,3770.784223023281
9.041331802525832e-06,1985.7407465735384
9.057277713994132e-06,5481.153109771355
9.073223625462431e-06,1923.2974420633225
9.08916953693073e-06,5404.598268047661
9.10511544839903e-06,3371.5454491626265
9.12106135986733e-06,6800.063144923703
9.137007271335629e-06,4190.375579012275
9.152953182803928e-06,5995.462559289327
9.168899094272228e-06,1062.798332141206
9.184845005740527e-06,2195.269596870259
9.200790917208827e-06,2694.6830739548145
9.216736828677126e-06,5063.826753541591
9.232682740145426e-06,1765.3821352832958
9.248628651613725e-06,2768.809053829939
9.264574563082024e-06,4811.884167028487
9.280520474550324e-06,2640.118654683974
9.296466386018623e-06,3166.818224927026
9.312412297486923e-06,1503.8483875924242
9.328358208955222e-06,3934.9235928459407
9.344304120423522e-06,4203.110388601483
9.360250031891823e-06,3678.169543066627
9.376195943360122e-06,6457.686371129362
9.392141854828422e-06,3135.070826871129
9.408087766296721e-06,7207.775019261707
9.42403367776502e-06,2864.4901120322697
9.43997958923332e-06,4115.191875699448
9.45592550070162e-06,3072.5076672937284
9.471871412169919e-06,1929.5307802722818
9.487817323638218e-06,4039.5733017622306
9.503763235106518e-06,5382.978525985872
9.519709146574817e-06,3394.6961195840972
9.535655058043117e-06,3439.8535179474984
9.551600969511416e-06,3356.062519717702
9.567546880979716e-06,3664.0561263392965
9.583492792448015e-06,6010.337178416401
9.599438703916315e-06,4977.57943891023
9.615384615384614e-06,8495.44793916628
9.631330526852913e-06,243.1568544993304
9.647276438321213e-06,3870.747069222032
9.663222349789512e-06,8896.532959221142
9.679168261257812e-06,2230.3702818036204
9.695114172726111e-06,3422.2650043776634
9.711060084194412e-06,5360.543452814022
9.727005995662712e-06,2480.005186471531
9.742951907131011e-06,3730.6963954964726
9.75889781859931e-06,2879.780460647675
9.77484373006761e-06,3694.2388506737434
9.79078964153591e-06,6222.401599560286
9.806735553004209e-06,4783.102183835135
9.822681464472509e-06,3659.892780766981
9.838627375940808e-06,3896.648422384975
9.854573287409107e-06,8512.67700538233
9.870519198877407e-06,2654.2918230669393
9.886465110345706e-06,3467.8409707916994
9.902411021814006e-06,4660.878460064172
9.918356933282305e-06,2266.8044184143046
9.934302844750605e-06,3985.2127094701777
9.950248756218904e-06,3475.2194391316425
9.966194667687204e-06,4498.295823723811
9.982140579155503e-06,3841.7652494413455
9.998086490623802e-06,5445.500354442066
1.0014032402092102e-05,2321.3490046772
1.0029978313560401e-05,4066.6042866402513
1.0045924225028702e-05,4858.84133495098
1.0061870136497002e-05,2656.50344871961
1.0077816047965301e-05,391.3683287030229
1.00937619594336e-05,2881.116848364485
1.01097078709019e-05,5892.66088778513
1.01256537823702e-05,6386.230421750937
1.01415996938385e-05,2407.9481887592774
1.0157545605306799e-05,1540.4891013188442
1.0173491516775098e-05,2031.8857169927753
1.0189437428243398e-05,4489.551754632331
1.0205383339711697e-05,2723.8774025332814
1.0221329251179996e-05,3614.098649684839
1.0237275162648296e-05,3095.536193627322
1.0253221074116595e-05,1214.5622695456143
1.0269166985584895e-05,4337.833401771297
1.0285112897053194e-05,7465.619490028262
1.0301058808521494e-05,2789.8916351971666
1.0317004719989793e-05,5071.93127882956
1.0332950631458093e-05,7055.865774434108
1.0348896542926392e-05,4689.41803518016
1.0364842454394691e-05,5383.7035497254
1.0380788365862993e-05,4607.505723085238
1.0396734277331292e-05,1755.4516464363683
1.0412680188799591e-05,3152.077030257937
1.0428626100267891e-05,8335.42605791252
1.044457201173619e-05,4512.157931596802
1.046051792320449e-05,4380.707807735481
1.047646383467279e-05,3409.9439533835916
1.0492409746141089e-05,1913.5089560194456
1.0508355657609388e-05,6514.796905095082
1.0524301569077688e-05,6416.394249176155
1.0540247480545987e-05,2422.6447558029536
1.0556193392014286e-05,5049.461830583687
1.0572139303482586e-05,5811.11185407629
1.0588085214950885e-05,7308.789676304761
1.0604031126419185e-05,5761.003004442624
1.0619977037887484e-05,5560.88613039931
1.0635922949355784e-05,1033.8343281760008
1.0651868860824083e-05,3993.165718680673
1.0667814772292383e-05,7986.964819310677
1.0683760683760682e-05,2007.587743749864
1.0699706595228982e-05,5472.869953083929
1.0715652506697283e-05,3841.6743158602035
1.0731598418165582e-05,6070.381712986068
1.0747544329633882e-05,2955.4634694350584
1.0763490241102181e-05,5568.156435463599
1.077943615257048e-05,7273.288773850195
1.079538206403878e-05,5568.581430078416
1.081132797550708e-05,6568.1123015000985
1.0827273886975379e-05,4768.332030324598
1.0843219798443678e-05,8246.623918165362
1.0859165709911978e-05,1361.3252876163472
1.0875111621380277e-05,3186.219454064548
1.0891057532848577e-05,2287.0115150192055
1.0907003444316876e-05,4292.742766573132
1.0922949355785175e-05,4211.536782067252
1.0938895267253475e-05,2412.83679193385
1.0954841178721774e-05,2761.283601506703
1.0970787090190074e-05,3373.297353693144
1.0986733001658373e-05,7409.291081146883
1.1002678913126673e-05,4092.0048862862036
1.1018624824594972e-05,7775.1613107420835
1.1034570736063272e-05,2786.218366185797
1.1050516647531571e-05,1995.1306965984306
1.1066462558999872e-05,6897.72036736396
1.1082408470468172e-05,9838.996336112219
1.1098354381936471e-05,10192.965729352054
1.111430029340477e-05,8153.608132292143
1.113024620487307e-05,4437.471469078268
1.114619211634137e-05,2796.4440547950157
1.1162138027809669e-05,3992.7471253864483
1.1178083939277968e-05,3906.467311586608
1.1194029850746268e-05,4254.609520646785
1.1209975762214567e-05,3421.7485096798414
1.1225921673682867e-05,7091.291517179509
1.1241867585151166e-05,2346.681746763861
1.1257813496619466e-05,5753.612381622598
1.1273759408087765e-05,7047.586250061384
1.1289705319556064e-05,2223.626251280208
1.1305651231024364e-05,4671.457225982973
1.1321597142492663e-05,8797.293556350129
1.1337543053960963e-05,5495.652875082519
1.1353488965429262e-05,6270.356750852208
