date,residual
2016-07-01 14:30:00,-11.275089252578457
2016-07-01 14:45:00,-11.274025082115589
2016-07-01 15:00:00,-11.2729609618705
2016-07-01 15:15:00,-11.271896891842136
2016-07-01 15:30:00,-11.270832872029427
2016-07-01 15:45:00,-11.269768902431299
2016-07-01 16:00:00,-11.268704983046693
2016-07-01 16:15:00,-11.487142609235871
2016-07-01 16:30:00,-11.486078790275105
2016-07-01 16:45:00,-11.485015021524656
2016-07-01 17:00:00,-11.48395130298346
2016-07-01 17:15:00,-11.482887634650456
2016-07-01 17:30:00,-11.481824016524573
2016-07-01 17:45:00,-11.480760448604737
2016-07-01 18:00:00,-11.479696930889897
2016-07-01 18:15:00,-11.478633463378973
2016-07-01 18:30:00,-11.697569359425394
2016-07-01 18:45:00,-11.916505305673613
2016-07-01 19:00:00,-11.915441988768055
2016-07-01 19:15:00,-11.91437872206215
2016-07-01 19:30:00,-11.91331550555483
2016-07-01 19:45:00,-11.91225233924504
2016-07-01 20:00:00,-11.911189223131704
2016-07-01 20:15:00,-11.91012615721375
2016-07-01 20:30:00,-11.909063141490126
2016-07-01 20:45:00,-11.908000175959753
2016-07-01 21:00:00,-12.345938343995591
2016-07-01 21:15:00,-12.344875478848529
2016-07-01 21:30:00,-12.343812663891526
2016-07-01 21:45:00,-12.123250311110823
2016-07-01 22:00:00,-12.122187596530729
2016-07-01 22:15:00,-12.121124932137498
2016-07-01 22:30:00,-12.120062317930056
2016-07-01 22:45:00,-12.118999753907339
2016-07-01 23:00:00,-12.11793724006828
2016-07-01 23:15:00,-12.116874776411805
2016-07-01 23:30:00,-12.115812362936865
2016-07-01 23:45:00,-12.11474999964237
2016-07-02 00:00:00,-12.113687686527278
2016-07-02 00:15:00,-12.112625423590508
2016-07-02 00:30:00,-12.111563210830994
2016-07-02 00:45:00,-11.890499827544545
2016-07-02 01:00:00,-11.66993812712365
2016-07-02 01:15:00,-11.668876064889517
2016-07-02 01:30:00,-11.66781405282837
2016-07-02 01:45:00,-11.886751404293644
2016-07-02 02:00:00,-11.885689492575285
2016-07-02 02:15:00,-12.104129126388045
2016-07-02 02:30:00,-12.322566903020899
2016-07-02 02:45:00,-12.321505141808714
2016-07-02 03:00:00,-12.320443430763127
2016-07-02 03:15:00,-12.319381769883066
2016-07-02 03:30:00,-12.318320159167463
2016-07-02 03:45:00,-12.317258598615261
2016-07-02 04:00:00,-12.31619708822538
2016-07-02 04:15:00,-12.095636039984065
2016-07-02 04:30:00,-12.094574629915634
2016-07-02 04:45:00,-12.09351327000634
2016-07-02 05:00:00,-12.092451960255104
2016-07-02 05:15:00,-12.09139070066086
2016-07-02 05:30:00,-12.090329491222548
2016-07-02 05:45:00,-12.089268331939095
2016-07-02 06:00:00,-12.088207222809437
2016-07-02 06:15:00,-12.087146163832507
2016-07-02 06:30:00,-12.086085155007247
2016-07-02 06:45:00,-12.085024196332576
2016-07-02 07:00:00,-12.083963287807435
2016-07-02 07:15:00,-12.522401330797951
2016-07-02 07:30:00,-12.521340522568668
2016-07-02 07:45:00,-12.520279764485718
2016-07-02 08:00:00,-12.519219056548028
2016-07-02 08:15:00,-12.518158398754533
2016-07-02 08:30:00,-12.517097791104167
2016-07-02 08:45:00,-12.296537645583154
2016-07-02 09:00:00,-12.295477138215848
2016-07-02 09:15:00,-12.29441668098848
2016-07-02 09:30:00,-12.29335627389997
2016-07-02 09:45:00,-12.07229660359478
2016-07-02 10:00:00,-12.071236296780796
2016-07-02 10:15:00,-12.070176040102481
2016-07-02 10:30:00,-12.069115833558769
2016-07-02 10:45:00,-12.068055677148578
2016-07-02 11:00:00,-12.066995570870859
2016-07-02 11:15:00,-12.065935514724536
2016-07-02 11:30:00,-11.844874288005421
2016-07-02 11:45:00,-11.624314744106002
2016-07-02 12:00:00,-11.843254151701974
2016-07-02 12:15:00,-11.842194296070584
2016-07-02 12:30:00,-11.62113517721076
2016-07-02 12:45:00,-11.620075421830435
2016-07-02 13:00:00,-11.61901571657404
2016-07-02 13:15:00,-11.617956061440509
2016-07-02 13:30:00,-11.616896456428783
2016-07-02 13:45:00,-11.61583690153779
2016-07-02 14:00:00,-11.39477808341196
2016-07-02 14:15:00,-11.174217133397907
2016-07-02 14:30:00,-11.173157728862716
2016-07-02 14:45:00,-10.7325994730768
2016-07-02 15:00:00,-10.512040580760782
2016-07-02 15:15:00,-10.510981326571795
2016-07-02 15:30:00,-10.509922122496071
2016-07-02 15:45:00,-10.288861747829426
2016-07-02 16:00:00,-10.287802643977042
2016-07-02 16:15:00,-10.286743590234725
2016-07-02 16:30:00,-10.06618499858871
2016-07-02 16:45:00,-9.845126731708838
2016-07-02 17:00:00,-9.84406782829032
2016-07-02 17:15:00,-9.623509386964919
2016-07-02 17:30:00,-9.622450583756944
2016-07-02 17:45:00,-9.401890335291313
2016-07-02 18:00:00,-9.40083163228961
2016-07-02 18:15:00,-9.17977366603495
2016-07-02 18:30:00,-9.178715063235256
2016-07-02 18:45:00,-9.177656510534963
2016-07-02 19:00:00,-9.176598007933006
2016-07-02 19:15:00,-8.95603996741563
2016-07-02 19:30:00,-8.735481976994446
2016-07-02 19:45:00,-8.514422403977985
2016-07-02 20:00:00,-8.293364788404219
2016-07-02 20:15:00,-8.292306536277948
2016-07-02 20:30:00,-8.291248334243612
2016-07-02 20:45:00,-8.510189495654654
2016-07-02 21:00:00,-8.729132614504113
2016-07-02 21:15:00,-9.16707373876459
2016-07-02 21:30:00,-9.605516545803162
2016-07-02 21:45:00,-9.604458594212524
2016-07-02 22:00:00,-10.042899594074612
2016-07-02 22:15:00,-10.041841742653979
2016-07-02 22:30:00,-10.260783254671246
2016-07-02 22:45:00,-10.47922699877769
2016-07-02 23:00:00,-10.697668885616775
2016-07-02 23:15:00,-10.696611234523363
2016-07-02 23:30:00,-10.695553633509103
2016-07-02 23:45:00,-10.694496082572908
2016-07-03 00:00:00,-10.254437498339698
2016-07-03 00:15:00,-10.253380047556455
2016-07-03 00:30:00,-9.812324020139101
2016-07-03 00:45:00,-9.811266669504533
2016-07-03 01:00:00,-9.371208285568684
2016-07-03 01:15:00,-9.370151035078536
2016-07-03 01:30:00,-9.36909383465899
2016-07-03 01:45:00,-9.36803668430899
2016-07-03 02:00:00,-9.366979584027462
2016-07-03 02:15:00,-9.36592253381334
2016-07-03 02:30:00,-9.364865533665565
2016-07-03 02:45:00,-9.363808583583065
2016-07-03 03:00:00,-9.362751683564767
2016-07-03 03:15:00,-9.800695916983642
2016-07-03 03:30:00,-9.799639117090564
2016-07-03 03:45:00,-9.798582367258497
2016-07-03 04:00:00,-9.797525667486369
2016-07-03 04:15:00,-9.79646901777312
2016-07-03 04:30:00,-9.795412418117685
2016-07-03 04:45:00,-9.794355868518984
2016-07-03 05:00:00,-9.793299368975966
2016-07-03 05:15:00,-9.792242919487556
2016-07-03 05:30:00,-9.79118652005269
2016-07-03 05:45:00,-9.790130170670302
2016-07-03 06:00:00,-10.009073184693811
2016-07-03 06:15:00,-10.008016935413181
2016-07-03 06:30:00,-10.226960049536316
2016-07-03 06:45:00,-10.225903900353167
2016-07-03 07:00:00,-10.224847801217166
2016-07-03 07:15:00,-10.443293247488569
2016-07-03 07:30:00,-10.44223724844366
2016-07-03 07:45:00,-10.660680887455381
2016-07-03 08:00:00,-10.659624988497296
2016-07-03 08:15:00,-10.439069551568323
2016-07-03 08:30:00,-10.218512257331462
2016-07-03 08:45:00,-9.997457195141116
2016-07-03 09:00:00,-9.776402182989386
2016-07-03 09:15:00,-9.77534653422969
2016-07-03 09:30:00,-9.335289852132455
2016-07-03 09:45:00,-9.334234303444646
2016-07-03 10:00:00,-9.1136792167785
2016-07-03 10:15:00,-8.672623234100705
2016-07-03 10:30:00,-8.452068247500048
2016-07-03 10:45:00,-8.231013585588741
2016-07-03 11:00:00,-8.229958287062004
2016-07-03 11:15:00,-7.789901955190256
2016-07-03 11:30:00,-7.3488481300115005
2016-07-03 11:45:00,-6.9087918981945755
2016-07-03 12:00:00,-6.467736265719889
2016-07-03 12:15:00,-6.247181629314859
2016-07-03 12:30:00,-6.246126630946208
2016-07-03 12:45:00,-6.2450716826001695
2016-07-03 13:00:00,-6.463516372288385
2016-07-03 13:15:00,-6.462461523984377
2016-07-03 13:30:00,-6.461406725699785
2016-07-03 13:45:00,-6.460351977433543
2016-07-03 14:00:00,-6.459297279184586
2016-07-03 14:15:00,-6.45824263095184
2016-07-03 14:30:00,-6.457188032734248
2016-07-03 14:45:00,-6.456133484530735
2016-07-03 15:00:00,-6.455078986340244
2016-07-03 15:15:00,-6.234524950149002
2016-07-03 15:30:00,-5.7939716506141465
2016-07-03 15:45:00,-5.573415807094975
2016-07-03 16:00:00,-5.352364102940022
2016-07-03 16:15:00,-5.131808359437279
2016-07-03 16:30:00,-5.130754161302484
2016-07-03 16:45:00,-5.129700013173242
2016-07-03 17:00:00,-5.12864591504848
2016-07-03 17:15:00,-5.1275918669271405
2016-07-03 17:30:00,-4.907036373446822
2016-07-03 17:45:00,-4.905982425329114
2016-07-03 18:00:00,-4.904928527211631
2016-07-03 18:15:00,-4.903874679093292
2016-07-03 18:30:00,-4.902820880973039
2016-07-03 18:45:00,-4.901767132849805
2016-07-03 19:00:00,-4.900713434722526
2016-07-03 19:15:00,-4.899659786590135
2016-07-03 19:30:00,-5.3376091791742155
2016-07-03 19:45:00,-5.556553037034249
2016-07-03 20:00:00,-5.9950003475959335
2016-07-03 20:15:00,-6.652947296160928
2016-07-03 20:30:00,-7.0913927993541535
2016-07-03 20:45:00,-7.090339451168674
2016-07-03 21:00:00,-7.089286152970615
2016-07-03 21:15:00,-7.527733713474731
2016-07-03 21:30:00,-7.526680515248316
2016-07-03 21:45:00,-7.9651281757219365
2016-07-03 22:00:00,-7.964075077462894
2016-07-03 22:15:00,-7.963022029185943
2016-07-03 22:30:00,-8.401467932257201
2016-07-03 22:45:00,-8.400414983941221
2016-07-03 23:00:00,-8.399362085604128
2016-07-03 23:15:00,-8.398309237244856
2016-07-03 23:30:00,-8.397256438862339
2016-07-03 23:45:00,-8.835704499171339
2016-07-04 00:00:00,-8.834651800739127
2016-07-04 00:15:00,-9.273098053647665
2016-07-04 00:30:00,-9.491546950522832
2016-07-04 00:45:00,-9.490494402008096
2016-07-04 01:00:00,-9.489441903463714
2016-07-04 01:15:00,-9.488389454888619
2016-07-04 01:30:00,-9.267335835578628
2016-07-04 01:45:00,-9.046783898926218
2016-07-04 02:00:00,-9.04573160025259
2016-07-04 02:15:00,-9.044679351543994
2016-07-04 02:30:00,-9.043627152799349
2016-07-04 02:45:00,-9.042575004017596
2016-07-04 03:00:00,-9.261022493210369
2016-07-04 03:15:00,-9.259970444351197
2016-07-04 03:30:00,-9.258918445451712
2016-07-04 03:45:00,-9.257866496510857
2016-07-04 04:00:00,-9.256814597527558
2016-07-04 04:15:00,-9.255762748500757
2016-07-04 04:30:00,-9.474712170132499
2016-07-04 04:45:00,-9.473660421015474
2016-07-04 05:00:00,-9.472608721851742
2016-07-04 05:15:00,-9.471557072640238
2016-07-04 05:30:00,-9.470505473379887
2016-07-04 05:45:00,-9.688953512082328
2016-07-04 06:00:00,-9.907901326075596
2016-07-04 06:15:00,-9.90684987666232
2016-07-04 06:30:00,-10.125298065208643
2016-07-04 06:45:00,-10.124246715688091
2016-07-04 07:00:00,-10.1231954161123
2016-07-04 07:15:00,-10.1221441664802
2016-07-04 07:30:00,-9.901593378778031
2016-07-04 07:45:00,-9.900542229030123
2016-07-04 08:00:00,-9.899491129222703
2016-07-04 08:15:00,-9.898440079354714
2016-07-04 08:30:00,-9.457890178057902
2016-07-04 08:45:00,-9.237337732704233
2016-07-04 09:00:00,-8.796787931280942
2016-07-04 09:15:00,-8.356236272444175
2016-07-04 09:30:00,-7.915686570890138
2016-07-04 09:45:00,-7.255135698566004
2016-07-04 10:00:00,-6.815083914870112
2016-07-04 10:15:00,-6.374032730421536
2016-07-04 10:30:00,-6.372982129960395
2016-07-04 10:45:00,-6.152431991415327
2016-07-04 11:00:00,-5.272883413418057
2016-07-04 11:15:00,-4.172830124605248
2016-07-04 11:30:00,-3.5127793271242354
2016-07-04 11:45:00,-2.852732394264997
2016-07-04 12:00:00,-2.631680872657327
2016-07-04 12:15:00,-2.1911317203079292
2016-07-04 12:30:00,-1.7505788031825773
2016-07-04 12:45:00,-1.5295312460360435
2016-07-04 13:00:00,-1.3089796494532067
2016-07-04 13:15:00,-0.6489292014212822
2016-07-04 13:30:00,0.2311186026994747
2016-07-04 13:45:00,0.6716712702343415
2016-07-04 14:00:00,0.013720775061351276
2016-07-04 14:15:00,-0.4252318147032099
2016-07-04 14:30:00,-0.4241820129742848
2016-07-04 14:45:00,-0.4231322611570647
2016-07-04 15:00:00,-0.42208255925046956
2016-07-04 15:15:00,-0.42103290725344067
2016-07-04 15:30:00,-0.4199833051649122
2016-07-04 15:45:00,-0.8579329290092019
2016-07-04 16:00:00,-0.8568834267344698
2016-07-04 16:15:00,-1.5148343710935492
2016-07-04 16:30:00,-2.6127839920658573
2016-07-04 16:45:00,-3.051233540871003
2016-07-04 17:00:00,-3.9291858556427073
2016-07-04 17:15:00,-4.14813400888967
2016-07-04 17:30:00,-4.366586301392047
2016-07-04 17:45:00,-4.585038643793347
2016-07-04 18:00:00,-4.803986946737005
2016-07-04 18:15:00,-4.802937893571567
2016-07-04 18:30:00,-4.801888890301832
2016-07-04 18:45:00,-4.800839936926728
2016-07-04 19:00:00,-4.5797936274393365
2016-07-04 19:15:00,-4.578744773850303
2016-07-04 19:30:00,-4.577695970152703
2016-07-04 19:45:00,-5.016146117712658
2016-07-04 20:00:00,-5.015097413794734
2016-07-04 20:15:00,-5.234049980468157
2016-07-04 20:30:00,-5.452499056989701
2016-07-04 20:45:00,-5.670951998094601
2016-07-04 21:00:00,-5.669903493723211
2016-07-04 21:15:00,-6.108353940602981
2016-07-04 21:30:00,-6.107305535998464
2016-07-04 21:45:00,-6.1062571812757795
2016-07-04 22:00:00,-6.105208876433871
2016-07-04 22:15:00,-6.104160621471657
2016-07-04 22:30:00,-6.103112416388086
2016-07-04 22:45:00,-6.102064261182086
2016-07-04 23:00:00,-6.101016155852584
2016-07-04 23:15:00,-6.09996810039852
2016-07-04 23:30:00,-6.318419682831529
2016-07-04 23:45:00,-6.317371727125138
2016-07-05 00:00:00,-6.3163238212909825
2016-07-05 00:15:00,-6.755276499385612
2016-07-05 00:30:00,-6.754228693292735
2016-07-05 00:45:00,-6.753180937068901
2016-07-05 01:00:00,-6.7521332307130315
2016-07-05 01:15:00,-6.751085574224067
2016-07-05 01:30:00,-6.750037967600942
2016-07-05 01:45:00,-6.748990410842591
2016-07-05 02:00:00,-7.186943987321971
2016-07-05 02:15:00,-7.405895843644451
2016-07-05 02:30:00,-7.844349245189839
2016-07-05 02:45:00,-8.282800789247094
2016-07-05 03:00:00,-8.721254290512423
2016-07-05 03:15:00,-8.939706620932999
2016-07-05 03:30:00,-8.938659413198184
2016-07-05 03:45:00,-8.93761225531961
2016-07-05 04:00:00,-8.93656514729621
2016-07-05 04:15:00,-8.93551808912692
2016-07-05 04:30:00,-8.495471904785273
2016-07-05 04:45:00,-8.494424946320994
2016-07-05 05:00:00,-8.2733768170045
2016-07-05 05:15:00,-8.052330644886474
2016-07-05 05:30:00,-7.831784247959021
2016-07-05 05:45:00,-7.611235993530645
2016-07-05 06:00:00,-7.610189284310234
2016-07-05 06:15:00,-7.169143998226421
2016-07-05 06:30:00,-7.1680973886960935
2016-07-05 06:45:00,-6.728049745635179
2016-07-05 07:00:00,-6.50700392243618
2016-07-05 07:15:00,-6.505957462432978
2016-07-05 07:30:00,-6.065410243554204
2016-07-05 07:45:00,-6.0643638832304205
2016-07-05 08:00:00,-6.063317572744751
2016-07-05 08:15:00,-6.28227253279924
2016-07-05 08:30:00,-6.281226321986587
2016-07-05 08:45:00,-6.280180161008843
2016-07-05 09:00:00,-6.059132829161811
2016-07-05 09:15:00,-5.838587179837994
2016-07-05 09:30:00,-5.398040359642756
2016-07-05 09:45:00,-4.73799400126547
2016-07-05 10:00:00,-4.296949462737288
2016-07-05 10:15:00,-3.8569044247212148
2016-07-05 10:30:00,-3.4163558964935135
2016-07-05 10:45:00,-3.195312728150789
2016-07-05 11:00:00,-3.194267015639234
2016-07-05 11:15:00,-3.19322135295193
2016-07-05 11:30:00,-3.192175740087798
2016-07-05 11:45:00,-3.4111275830516377
2016-07-05 12:00:00,-3.630083290533804
2016-07-05 12:15:00,-4.288038223861314
2016-07-05 12:30:00,-4.945993207007753
2016-07-05 12:45:00,-5.384446744610699
2016-07-05 13:00:00,-5.602902926024569
2016-07-05 13:15:00,-5.821856975247314
2016-07-05 13:30:00,-6.259810936955606
2016-07-05 13:45:00,-6.478766993155208
2016-07-05 14:00:00,-6.69772119181869
2016-07-05 14:15:00,-6.696676126939128
2016-07-05 14:30:00,-6.695631111869947
2016-07-05 14:45:00,-6.694586146610082
2016-07-05 15:00:00,-6.913040819171158
2016-07-05 15:15:00,-6.692496365514014
2016-07-05 15:30:00,-6.471452236321195
2016-07-05 15:45:00,-6.0309066615720965
2016-07-05 16:00:00,-5.810362357330106
2016-07-05 16:15:00,-5.369816882187898
2016-07-05 16:30:00,-5.148774859557506
2016-07-05 16:45:00,-4.9282287973724195
2016-07-05 17:00:00,-4.70768278498705
2016-07-05 17:15:00,-4.486640911755799
2016-07-05 17:30:00,-4.04609377826354
2016-07-05 17:45:00,-4.045049410632238
2016-07-05 18:00:00,-4.044005092796397
2016-07-05 18:15:00,-4.042960824754928
2016-07-05 18:30:00,-4.261418101868109
2016-07-05 18:45:00,-4.260373933412211
2016-07-05 19:00:00,-4.259329814747495
2016-07-05 19:15:00,-4.258285745872897
2016-07-05 19:30:00,-4.257241726787342
2016-07-05 19:45:00,-4.25619775748978
2016-07-05 20:00:00,-4.25515383797913
2016-07-05 20:15:00,-4.254109968254326
2016-07-05 20:30:00,-4.253066148314311
2016-07-05 20:45:00,-4.25202237815801
2016-07-05 21:00:00,-4.250978657784366
2016-07-05 21:15:00,-4.249934987192297
2016-07-05 21:30:00,-4.248891366380754
2016-07-05 21:45:00,-4.46784901605178
2016-07-05 22:00:00,-4.4668054947980735
2016-07-05 22:15:00,-4.46576202332168
2016-07-05 22:30:00,-4.464718601621534
2016-07-05 22:45:00,-4.463675229696584
2016-07-05 23:00:00,-4.462631907545742
2016-07-05 23:15:00,-4.461588635167956
2016-07-05 23:30:00,-4.460545412562162
2016-07-05 23:45:00,-4.4595022397272785
2016-07-06 00:00:00,-4.4584591166622545
2016-07-06 00:15:00,-4.45741604336601
2016-07-06 00:30:00,-4.456373019837493
2016-07-06 00:45:00,-4.455330046075623
2016-07-06 01:00:00,-4.454287122079336
2016-07-06 01:15:00,-4.453244247847579
2016-07-06 01:30:00,-4.671699104043334
2016-07-06 01:45:00,-4.670656329337412
2016-07-06 02:00:00,-4.669613604392808
2016-07-06 02:15:00,-4.668570929208464
2016-07-06 02:30:00,-4.667528303783307
2016-07-06 02:45:00,-4.666485728116264
2016-07-06 03:00:00,-4.6654432022062835
2016-07-06 03:15:00,-4.8844019467554105
2016-07-06 03:30:00,-4.883359520356336
2016-07-06 03:45:00,-4.88231714371112
2016-07-06 04:00:00,-4.881274816818689
2016-07-06 04:15:00,-4.8802325396779835
2016-07-06 04:30:00,-4.879190312287925
2016-07-06 04:45:00,-4.878148134647461
2016-07-06 05:00:00,-4.877106006755525
2016-07-06 05:15:00,-4.876063928611039
2016-07-06 05:30:00,-4.875021900212943
2016-07-06 05:45:00,-4.873979921560171
2016-07-06 06:00:00,-4.87293799265165
2016-07-06 06:15:00,-4.871896113486322
2016-07-06 06:30:00,-4.870854284063121
2016-07-06 06:45:00,-4.869812504380974
2016-07-06 07:00:00,-5.08827226980015
2016-07-06 07:15:00,-5.307227995602773
2016-07-06 07:30:00,-5.3061863651374
2016-07-06 07:45:00,-5.305144784408817
2016-07-06 08:00:00,-5.30410325341596
2016-07-06 08:15:00,-5.303061772157754
2016-07-06 08:30:00,-4.8625214392659615
2016-07-06 08:45:00,-4.861480057473877
2016-07-06 09:00:00,-5.080439946116364
2016-07-06 09:15:00,-5.0793986637861295
2016-07-06 09:30:00,-5.078357431185225
2016-07-06 09:45:00,-5.07731624831257
2016-07-06 10:00:00,-4.856273894463996
2016-07-06 10:15:00,-4.415733909677478
2016-07-06 10:30:00,-4.4146928759832065
2016-07-06 10:45:00,-4.413651892012922
2016-07-06 11:00:00,-4.193109462404237
2016-07-06 11:15:00,-3.972567082517429
2016-07-06 11:30:00,-3.7515288417068575
2016-07-06 11:45:00,-3.530986561260562
2016-07-06 12:00:00,-3.0899471991852536
2016-07-06 12:15:00,-2.649907337511145
2016-07-06 12:30:00,-2.648866701578946
2016-07-06 12:45:00,-2.6478261153622142
2016-07-06 13:00:00,-2.646785578859877
2016-07-06 13:15:00,-2.645745092070868
2016-07-06 13:30:00,-2.644704654994122
2016-07-06 13:45:00,-2.203661826222323
2016-07-06 14:00:00,-2.2026214885668978
2016-07-06 14:15:00,-1.7625820245951473
2016-07-06 14:30:00,-1.76154178635678
2016-07-06 14:45:00,-1.540500377122214
2016-07-06 15:00:00,-1.3194628322907747
2016-07-06 15:15:00,-1.758421369878974
2016-07-06 15:30:00,-2.6363829478935585
2016-07-06 15:45:00,-3.294339540210416
2016-07-06 16:00:00,-3.732802316262081
2016-07-06 16:15:00,-3.95126010661388
2016-07-06 16:30:00,-4.1702214867042
2016-07-06 16:45:00,-4.169181695789796
2016-07-06 17:00:00,-4.168141954572718
2016-07-06 17:15:00,-4.167102263051909
2016-07-06 17:30:00,-3.9460614005231776
2016-07-06 17:45:00,-3.725524127727631
2016-07-06 18:00:00,-3.7244845852892183
2016-07-06 18:15:00,-3.7234450925427964
2016-07-06 18:30:00,-3.5029041541259858
2016-07-06 18:45:00,-3.5018647607603555
2016-07-06 19:00:00,-3.2808241963803937
2016-07-06 19:15:00,-3.279784902391299
2016-07-06 19:30:00,-3.718248374153326
2016-07-06 19:45:00,-4.156208355561887
2016-07-06 20:00:00,-4.595167837338565
2016-07-06 20:15:00,-4.813630237451065
2016-07-06 20:30:00,-4.8125911918846285
2016-07-06 20:45:00,-5.251051097366712
2016-07-06 21:00:00,-5.250012151161876
2016-07-06 21:15:00,-5.028975848630381
2016-07-06 21:30:00,-4.808435506421546
2016-07-06 21:45:00,-4.807396709251108
2016-07-06 22:00:00,-4.586856466395339
2016-07-06 22:15:00,-4.585817768575836
2016-07-06 22:30:00,-4.584779120430198
2016-07-06 22:45:00,-4.583740521957367
2016-07-06 23:00:00,-4.362704567150402
2016-07-06 23:15:00,-4.361666068019964
2016-07-06 23:30:00,-4.3606276185591355
2016-07-06 23:45:00,-3.9200865027023823
2016-07-07 00:00:00,-3.9190481525775454
2016-07-07 00:15:00,-3.91800985211912
2016-07-07 00:30:00,-3.9169716013260185
2016-07-07 00:45:00,-3.915933400197197
2016-07-07 01:00:00,-3.9148952487315682
2016-07-07 01:15:00,-3.9138571469280805
2016-07-07 01:30:00,-3.912819094785661
2016-07-07 01:45:00,-3.9117810923032437
2016-07-07 02:00:00,-3.910743139479756
2016-07-07 02:15:00,-3.909705236314146
2016-07-07 02:30:00,-4.128668603508451
2016-07-07 02:45:00,-4.566629975680776
2016-07-07 03:00:00,-4.565592221482376
2016-07-07 03:15:00,-4.564554516937569
2016-07-07 03:30:00,-4.5635168620453115
2016-07-07 03:45:00,-4.562479256804515
2016-07-07 04:00:00,-4.561441701214129
2016-07-07 04:15:00,-4.5604041952730725
2016-07-07 04:30:00,-4.5593667389802945
2016-07-07 04:45:00,-4.558329332334715
2016-07-07 05:00:00,-4.557291975335275
2016-07-07 05:15:00,-4.556254667980909
2016-07-07 05:30:00,-4.555217410270544
2016-07-07 05:45:00,-4.334682521539058
2016-07-07 06:00:00,-4.333645363113504
2016-07-07 06:15:00,-4.332608254328754
2016-07-07 06:30:00,-4.331571195183749
2016-07-07 06:45:00,-4.330534185677408
2016-07-07 07:00:00,-4.32949722580868
2016-07-07 07:15:00,-4.328460315576486
2016-07-07 07:30:00,-4.327423454979765
2016-07-07 07:45:00,-4.106885148656119
2016-07-07 08:00:00,-3.885847166624032
2016-07-07 08:15:00,-3.4458112789019495
2016-07-07 08:30:00,-3.4447746168364546
2016-07-07 08:45:00,-3.2237367836979587
2016-07-07 09:00:00,-2.783201319524501
2016-07-07 09:15:00,-2.34266590497905
2016-07-07 09:30:00,-2.1216282207245882
2016-07-07 09:45:00,-1.9010941261350638
2016-07-07 10:00:00,-1.68055626647309
2016-07-07 10:15:00,-1.4595187310930555
2016-07-07 10:30:00,-1.018983564671636
2016-07-07 10:45:00,-0.35894695251049313
2016-07-07 11:00:00,0.5210870160359633
2016-07-07 11:15:00,1.4011247496602124
2016-07-07 11:30:00,2.2811624336660543
2016-07-07 11:45:00,2.721197626648305
2016-07-07 12:00:00,2.7222335939888893
2016-07-07 12:15:00,2.9432669177201163
2016-07-07 12:30:00,3.3838055018958073
2016-07-07 12:45:00,4.483340618489663
2016-07-07 13:00:00,5.802377180832835
2016-07-07 13:15:00,7.341910824912723
2016-07-07 13:30:00,8.441949332712817
2016-07-07 13:45:00,9.541484250865032
